id,bank_id,latitude,longitude,changeset,uid,timestamp,version
215,9,39.8650091,32.8191375,48955129,1588706,2017-05-24T19:21:11Z,2
216,3,39.8700159,32.8280859,41633942,1386706,2016-08-23T09:56:07Z,1
217,4,39.8705374,32.8289618,41633942,1386706,2016-08-23T09:56:07Z,1
218,17,39.9193223,32.8270783,41746465,4488475,2016-08-28T00:45:53Z,1
219,2,39.8918874,32.7991786,41937526,4533191,2016-09-05T18:14:32Z,1
220,0,39.8857835,32.8494632,45351477,1686268,2017-01-21T15:00:58Z,2
221,12,39.8861269,32.8487881,45351477,1686268,2017-01-21T15:00:58Z,2
222,5,39.8761792,32.8352977,41976173,1386706,2016-09-07T10:37:09Z,1
223,8,39.8847299,32.8394325,41977445,1386706,2016-09-07T11:51:59Z,1
224,1,39.8860007,32.8400955,41977445,1386706,2016-09-07T11:52:07Z,1
225,9,39.8835144,32.8397563,41977445,1386706,2016-09-07T11:51:54Z,1
226,18,39.8828725,32.8397396,41977445,1386706,2016-09-07T11:51:50Z,1
227,17,39.882301,32.8396996,41977445,1386706,2016-09-07T11:51:49Z,1
228,4,39.8821848,32.839676,41977445,1386706,2016-09-07T11:51:45Z,1
229,13,39.8799006,32.8384986,41977445,1386706,2016-09-07T11:51:40Z,1
230,0,39.884091,32.8397727,41977445,1386706,2016-09-07T11:51:55Z,1
231,3,39.8830127,32.8397532,41977445,1386706,2016-09-07T11:51:52Z,1
232,9,39.8949218,32.8581572,45312576,1686268,2017-01-19T22:38:18Z,2
233,2,39.9349142,32.8956723,42241141,4594899,2016-09-18T07:44:25Z,1
234,5,39.9361567,32.8933934,42241661,4594899,2016-09-18T08:17:35Z,2
235,17,39.8778521,32.879319,42339827,1386706,2016-09-22T07:04:25Z,2
236,9,39.8777082,32.8792042,42339827,1386706,2016-09-22T07:04:25Z,2
237,18,39.8775749,32.879111,42339827,1386706,2016-09-22T07:04:25Z,2
238,4,39.8789,32.8796414,42338879,1386706,2016-09-22T05:53:29Z,1
239,5,39.8777717,32.8792598,42339827,1386706,2016-09-22T07:04:25Z,2
240,2,39.8814155,32.88154,42340348,1386706,2016-09-22T07:32:18Z,1
241,8,39.9645589,32.5793992,42584392,1386706,2016-10-02T14:50:09Z,2
242,9,39.9648502,32.5793092,42584392,1386706,2016-10-02T14:50:09Z,2
243,4,39.9636931,32.5796542,42584392,1386706,2016-10-02T14:50:09Z,2
244,17,39.9645441,32.5804942,42584120,1386706,2016-10-02T14:37:09Z,1
245,13,39.961671,32.5805774,42584393,1386706,2016-10-02T14:50:08Z,1
246,5,39.9647098,32.5799808,42584120,1386706,2016-10-02T14:37:06Z,1
247,3,39.9615635,32.5807591,42584393,1386706,2016-10-02T14:50:32Z,1
248,0,39.9633388,32.5797269,42584392,1386706,2016-10-02T14:50:04Z,1
249,11,39.9616665,32.5819623,42622057,1386706,2016-10-04T07:45:48Z,1
250,12,39.9038411,32.8100442,42711710,1386706,2016-10-07T13:54:02Z,1
251,10,39.9248308,32.8256094,42847279,1386706,2016-10-13T05:30:56Z,1
252,1,39.9243159,32.825549,42847279,1386706,2016-10-13T05:30:59Z,1
253,13,39.9360938,32.8673404,42901970,4594532,2016-10-14T17:26:15Z,1
254,8,39.9638985,32.5820885,43635981,1386706,2016-11-14T10:44:40Z,1
255,2,39.9642657,32.5815612,43635981,1386706,2016-11-14T10:44:40Z,1
256,2,40.0059799,32.5231896,43920004,1386706,2016-11-24T12:46:58Z,1
257,18,39.9819603,32.6257377,43941937,1386706,2016-11-25T11:15:56Z,1
258,5,39.9209222,32.8526728,44756496,1386706,2016-12-29T12:50:13Z,1
259,2,39.9213891,32.8525119,44756496,1386706,2016-12-29T12:50:13Z,1
260,9,39.9215249,32.8522061,45345166,1686268,2017-01-21T08:45:44Z,2
261,17,39.9224752,32.8538418,45345166,1686268,2017-01-21T08:45:44Z,2
